Numbers at Age:

Stock	Year	 Season 	Area	 Country	Effort	Catch Cat.	Report cat.	 Fleets	Caton	SampledCatch	NumAgeMeasurement	NumLengthMeasurements	NumSamplesAge	NumSamplesLength	UndeterminedAge0	UndeterminedAge1	UndeterminedAge2	UndeterminedAge3	UndeterminedAge4	UndeterminedAge5	UndeterminedAge6	UndeterminedAge7	UndeterminedAge8	UndeterminedAge9	UndeterminedAge10	UndeterminedAge11	UndeterminedAge12	UndeterminedAge13	UndeterminedAge14	UndeterminedAge15	UndeterminedAge16	UndeterminedAge17	UndeterminedAge18	UndeterminedAge19	UndeterminedAge20	UndeterminedAge21	UndeterminedAge22	UndeterminedAge23	UndeterminedAge24	
sol.27.20-24	2024	1	27.3.a.21	Denmark	-9.00	L	R-Reported	Active	8874.00	8874	100	100	3	3	0.00	0.00	0.00	6391.27	2607.78	3947.00	7318.88	4250.39	838.03	3225.32	354.23	1285.35	6.91	1271.82	0.00	4.83	5.07	1271.82	5.14	1271.82	0.00	0.00	0.00	0.00	838.03	
sol.27.20-24	2024	1	27.3.c.22	Denmark	-9.00	L	R-Reported	Active	3107.00	3107	204	650	2	2	0.00	0.00	0.00	136.31	358.25	1142.43	967.83	790.91	141.10	705.96	791.34	452.48	29.70	7.11	0.00	6.35	0.00	215.40	2.53	0.00	2.53	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	3	27.3.c.22	Denmark	685.00	L	R-Reported	Passive	16396.00	16396	227	949	-9	-9	0.00	0.00	6510.67	8531.18	12262.80	16150.26	4493.18	4246.21	808.94	1493.96	1288.99	1128.16	130.92	562.59	0.00	44.41	0.00	0.00	4.09	44.41	0.00	0.00	0.00	0.00	214.31	
sol.27.20-24	2024	4	27.3.a.20	Denmark	-9.00	L	R-Reported	Passive	2779.00	2779	69	253	2	2	0.00	0.00	0.00	302.06	853.65	559.11	2958.90	19.41	120.93	286.03	486.53	67.41	57.74	362.64	319.03	136.66	19.16	0.00	0.00	0.00	0.00	0.00	0.00	12.26	0.00	
sol.27.20-24	2024	2	27.3.a.21	Denmark	-9.00	D	R-Reported	Active	1200.00	1200	22	24	16	16	0.00	340.00	606.00	1151.00	984.00	795.00	1270.00	889.00	331.00	331.00	654.00	742.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	1	27.3.c.22	Denmark	-9.00	D	R-Reported	Active	93.00	93	15	15	3	3	0.00	0.00	332.00	252.00	42.00	168.00	126.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	2	27.3.b.23	Denmark	338.00	L	R-Reported	Passive	2797.00	2797	15	15	1	1	0.00	0.00	0.00	1436.72	374.18	3286.40	1087.15	395.43	762.53	0.00	374.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	2	27.3.a.20	Denmark	-9.00	L	R-Reported	Active	3636.00	3636	11	11	2	2	0.00	0.00	0.00	2771.19	1956.03	0.00	2348.31	3645.87	189.59	164.24	202.11	0.00	164.24	0.00	0.00	0.00	0.00	0.00	202.11	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	4	27.3.a.21	Denmark	-9.00	L	R-Reported	Active	16049.00	16049	163	255	3	3	0.00	152.47	153.37	2131.87	6833.32	4477.75	10738.71	8688.58	1399.11	3345.48	1036.17	5072.63	2566.45	62.70	1295.38	40.72	31.43	24.81	1142.83	0.00	1271.06	0.00	922.58	0.00	922.58	
sol.27.20-24	2024	2	27.3.c.22	Denmark	-9.00	L	R-Reported	Active	3178.00	3178	248	987	1	1	0.00	0.00	0.06	227.48	497.27	1546.22	1006.14	922.16	241.86	757.35	706.92	444.64	31.04	21.18	0.00	18.91	0.00	185.47	7.53	0.00	7.53	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	3	27.3.a.21	Denmark	-9.00	D	R-Reported	Active	327.00	327	19	27	27	27	46.00	287.00	262.00	371.00	199.00	585.00	707.00	144.00	465.00	0.00	324.00	0.00	0.00	0.00	144.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	1	27.3.c.22	Denmark	738.00	L	R-Reported	Passive	5009.00	5009	204	650	2	2	0.00	0.00	10.70	141.54	357.13	1618.39	1533.27	954.79	138.38	1180.64	1430.20	692.88	30.02	6.47	0.00	5.78	0.00	375.80	2.30	0.00	2.30	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	3	27.3.a.20	Denmark	-9.00	L	R-Reported	Active	2388.00	2388	54	127	3	3	0.00	0.00	0.00	8.51	919.34	131.64	1871.77	765.45	279.76	1326.75	160.01	176.08	221.44	0.00	82.01	17.10	34.21	0.00	0.00	221.44	0.00	0.00	17.10	0.00	0.00	
sol.27.20-24	2024	2	27.3.a.21	Denmark	-9.00	L	R-Reported	Active	5333.00	5333	119	129	3	3	0.00	2.35	4.02	2019.64	1844.19	2594.64	1844.70	1924.74	490.41	982.42	2270.31	488.74	0.00	510.72	0.00	5.35	0.00	0.00	872.82	626.06	0.00	0.00	431.18	362.11	784.58	
sol.27.20-24	2024	1	27.3.a.21	Denmark	-9.00	D	R-Reported	Active	215.00	215	7	7	12	12	0.00	0.00	0.00	205.00	192.00	633.00	0.00	0.00	0.00	0.00	0.00	128.00	118.00	0.00	0.00	192.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	4	27.3.b.23	Denmark	188.00	L	R-Reported	Passive	2082.00	2082	14	36	1	1	0.00	0.00	0.00	0.00	305.97	407.97	2623.71	436.01	538.01	0.00	0.00	436.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1216.25	
sol.27.20-24	2024	1	27.3.b.23	Denmark	192.00	L	R-Reported	Passive	495.00	495	15	15	-9	-9	0.00	0.00	0.00	0.00	73.25	362.11	212.83	77.41	149.28	0.00	73.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	2	27.3.b.23	Denmark	338.00	D	R-Reported	Passive	65.00	65	2	2	1	1	0.00	0.00	0.00	284.00	0.00	284.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	2	27.3.a.20	Denmark	-9.00	L	R-Reported	Passive	9772.00	9772	11	11	2	2	0.00	0.00	0.00	7275.16	3922.98	0.00	4709.73	7007.29	2945.42	947.72	1166.24	0.00	947.72	0.00	0.00	0.00	0.00	0.00	1166.24	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	3	27.3.a.21	Denmark	-9.00	L	R-Reported	Active	2377.00	2377	116	122	3	3	0.00	5.45	200.55	1032.29	1015.92	842.17	2398.32	976.17	19.87	229.43	214.85	411.31	185.16	419.56	198.02	0.00	446.51	0.00	5.19	0.00	0.00	0.00	4.50	0.00	0.00	
sol.27.20-24	2024	1	27.3.a.21	Denmark	-9.00	L	R-Reported	Passive	521.00	521	100	100	3	3	0.00	0.00	0.00	80.10	31.96	48.40	480.94	103.07	35.43	187.68	113.10	16.18	0.00	16.04	0.00	0.00	0.00	16.04	0.00	16.04	0.00	0.00	0.00	0.00	35.43	
sol.27.20-24	2024	4	27.3.a.21	Denmark	-9.00	D	R-Reported	Active	1067.00	1067	12	47	14	14	0.00	3735.00	324.00	779.00	1362.00	1118.00	1311.00	1092.00	977.00	244.00	244.00	242.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	2	27.3.c.22	Denmark	-9.00	D	R-Reported	Active	165.00	165	14	21	2	2	0.00	0.00	157.00	189.00	0.00	914.00	157.00	148.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	3	27.3.c.22	Denmark	-9.00	L	R-Reported	Active	445.00	445	227	949	-9	-9	0.00	0.00	106.43	143.09	218.47	336.55	111.61	156.39	34.36	68.47	41.92	22.72	7.15	25.93	0.00	2.42	0.00	0.00	0.62	2.42	0.00	0.00	0.00	0.00	3.29	
sol.27.20-24	2024	3	27.3.b.23	Denmark	256.00	L	R-Reported	Passive	2343.00	2343	8	8	1	1	0.00	0.00	0.00	0.00	0.00	1333.98	5038.39	444.66	889.32	444.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
sol.27.20-24	2024	1	27.3.a.20	Denmark	-9.00	L	R-Reported	Passive	3715.00	3715	9	9	2	2	0.00	0.00	0.00	933.13	0.00	0.00	0.00	3318.22	0.00	0.00	2045.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1056.44	0.00	0.00	0.00	
sol.27.20-24	2024	1	27.3.a.20	Denmark	-9.00	L	R-Reported	Active	4855.00	4855	9	9	2	2	0.00	0.00	0.00	1855.12	0.00	0.00	0.00	5713.27	46.53	0.00	1426.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2598.65	0.00	0.00	0.00	
sol.27.20-24	2024	4	27.3.a.21	Denmark	-9.00	L	R-Reported	Passive	2614.00	2614	163	255	3	3	0.00	2.92	2.94	210.83	930.83	656.04	1843.02	1061.69	226.14	619.37	176.45	699.71	319.89	1.20	161.46	0.78	0.60	0.47	206.99	0.00	158.43	0.00	174.27	0.00	174.27	
sol.27.20-24	2024	3	27.3.a.21	Denmark	-9.00	L	R-Reported	Passive	4192.00	4192	116	122	3	3	0.00	10.66	371.06	1908.19	1775.41	1448.88	4365.88	1695.54	38.88	427.56	399.04	761.10	282.40	775.15	366.10	0.00	745.09	0.00	10.15	0.00	0.00	0.00	8.81	0.00	0.00	
