Numbers at Lngt:

Stock	Year	 Season 	Area	 Country	Effort	Catch Cat.	Report cat.	 Fleets	Caton	SampledCatch	NumAgeMeasurement	NumLengthMeasurements	NumSamplesAge	NumSamplesLength	UndeterminedLngt70	UndeterminedLngt80	UndeterminedLngt90	UndeterminedLngt100	UndeterminedLngt110	UndeterminedLngt120	UndeterminedLngt130	UndeterminedLngt140	UndeterminedLngt150	UndeterminedLngt160	UndeterminedLngt170	UndeterminedLngt180	UndeterminedLngt190	UndeterminedLngt200	UndeterminedLngt210	UndeterminedLngt220	UndeterminedLngt230	UndeterminedLngt240	UndeterminedLngt250	UndeterminedLngt260	UndeterminedLngt270	UndeterminedLngt280	UndeterminedLngt290	UndeterminedLngt300	UndeterminedLngt310	UndeterminedLngt320	UndeterminedLngt330	UndeterminedLngt340	UndeterminedLngt350	UndeterminedLngt360	UndeterminedLngt370	UndeterminedLngt380	UndeterminedLngt390	UndeterminedLngt400	UndeterminedLngt410	UndeterminedLngt420	UndeterminedLngt430	UndeterminedLngt440	UndeterminedLngt450	UndeterminedLngt460	UndeterminedLngt470	UndeterminedLngt480	
whg.27.3a	2022	4	27.3.a.21	Denmark	-9.00	L	R-Reported	OTB_CRU_90-119_0_0_all	270.00	270	0.00	116	0.00	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.49	6.49	0.00	38.93	64.88	71.37	110.61	117.54	85.97	152.62	93.10	17.83	4.42	6.34	3.82	3.33	3.89	2.91	0.89	2.08	1.66	1.35	0.16	
whg.27.3a	2022	1	27.3.a.20	Denmark	18952.00	L	R-Reported	GNS_DEF_>=220_0_0_all	2.00	2	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.37	0.18	0.37	0.37	0.55	0.18	0.37	0.18	0.18	0.00	
whg.27.3a	2022	4	27.3.a.21	Denmark	-9.00	L	R-Reported	OTB_CRU_90-119_0_0_all_FDF	251.00	251	0.00	116	0.00	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	6.25	0.00	37.50	62.50	68.75	106.38	112.81	81.92	145.15	88.43	14.50	2.25	3.47	2.01	2.23	2.46	2.49	0.80	1.72	1.12	0.99	0.06	
whg.27.3a	2022	2	27.3.a.21	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	9809.00	9809	0.00	326	0.00	11	0.00	0.00	157.20	0.00	0.00	0.00	444.84	565.92	1761.34	5325.60	4133.54	3486.30	5557.22	7453.32	9948.21	11250.00	5585.11	9633.96	7053.96	3618.18	1998.88	2074.66	1137.06	714.75	0.00	9351.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Denmark	-9.00	L	R-Reported	OTB_DEF_>=120_0_0_all	4889.00	4889	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.80	7.80	0.00	31.19	77.97	85.76	54.58	93.56	283.62	520.45	772.88	986.33	1162.98	1636.41	1100.61	337.71	329.92	490.98	168.86	436.64	161.06	283.38	114.52	
whg.27.3a	2022	1	27.3.a.20	Denmark	-9.00	L	R-Reported	OTB_CRU_32-69_0_0_all	43.00	43	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.10	0.24	0.27	0.17	0.29	1.64	3.13	4.67	6.09	8.34	12.64	8.15	4.44	4.42	6.62	2.22	5.13	2.20	2.96	0.73	
whg.27.3a	2022	4	27.3.a.20	Denmark	33444.00	L	R-Reported	GNS_DEF_120-219_0_0_all	6.00	6	0.00	236	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.00	0.19	0.48	0.53	0.41	0.76	0.72	1.18	1.06	1.58	1.40	1.49	0.87	0.54	0.62	0.22	0.08	0.15	0.22	0.19	0.04	
whg.27.3a	2022	3	27.3.a.20	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	20040.00	20040	0.00	319	0.00	9	0.00	168.31	289.77	1047.16	0.00	0.00	84.15	479.89	3724.19	6466.60	5862.78	20496.53	22854.75	26226.93	24825.68	15969.60	14194.61	7108.25	9675.27	6925.66	6485.31	5880.87	2667.72	1246.87	1977.79	3658.41	1727.82	2591.73	0.00	863.91	863.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	3	27.3.a.20	Germany	47914.00	D	R-Reported	OTB_DEF_>=120_0_0_all	809.00	100	0.00	35	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	157.00	621.00	626.00	929.00	772.00	1085.00	308.00	157.00	151.00	151.00	151.00	0.00	313.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Denmark	1.00	L	R-Reported	LLS_FIF_0_0_0_all	4.00	4	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.00	0.19	0.48	0.53	0.34	0.58	0.45	0.61	0.87	0.89	1.04	1.07	0.65	0.21	0.16	0.22	0.10	0.17	0.06	0.16	0.06	
whg.27.3a	2022	3	27.3.a.21	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	16449.00	16449	0.00	824	0.00	19	208.45	622.10	5825.57	13908.76	12499.22	11658.45	7228.05	6543.81	10093.35	9334.78	14491.15	30726.88	32339.88	30443.11	34947.43	24703.11	16039.59	10120.09	4934.58	3758.70	2697.78	1114.27	0.00	0.00	335.00	0.00	192.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.21	Sweden	96030.00	D	R-Reported	OTB_CRU_90-119_0_0_all	3021.84	0.00	0.00	72	0.00	2	0.00	0.00	0.00	0.00	589.34	0.00	589.34	0.00	1178.67	2946.68	1768.01	5336.88	3568.87	9134.71	5107.92	1178.67	2979.54	3798.17	2030.16	1178.67	1178.67	720.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.21	Sweden	105777.00	D	R-Reported	OTB_CRU_90-119_0_0_all	5920.85	0.00	0.00	199	0.00	3	0.00	965.00	1687.28	2378.09	4154.84	2894.99	7834.27	4609.65	8057.14	9172.83	6151.15	7159.23	11057.63	8732.19	14281.99	8076.99	8739.65	2769.90	1169.04	749.09	890.71	941.52	839.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Sweden	186773.00	D	R-Reported	OTB_CRU_90-119_0_0_all	10692.71	0.00	0.00	215	0.00	5	0.00	0.00	0.00	0.00	0.00	706.93	1021.06	502.70	2450.67	8813.18	9033.12	7320.74	2089.44	3424.73	8514.73	8326.19	10431.49	8514.65	6440.86	7226.49	5639.76	3126.28	2780.61	3094.80	2403.68	1963.74	1838.11	188.52	502.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	2	27.3.a.20	Sweden	224752.00	D	R-Reported	OTB_CRU_90-119_0_0_all	7481.42	0.00	0.00	85	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1400.31	0.00	0.00	2800.62	1765.64	0.00	1765.64	3165.95	2130.97	7062.56	10289.53	7549.94	3957.64	7488.92	6758.25	2800.62	1765.64	1400.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Denmark	128.00	L	R-Reported	OTB_CRU_70-89_2_35_all	16.00	16	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.62	1.24	1.86	2.49	3.25	4.95	3.25	1.54	1.54	2.30	0.77	1.85	0.77	1.08	0.31	
whg.27.3a	2022	4	27.3.a.20	Denmark	-9.00	L	R-Reported	OTB_CRU_90-119_0_0_all	47674.00	47674	0.00	236	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	259.37	259.37	0.00	1037.48	2593.70	2853.08	2271.03	4209.29	4195.25	7039.21	6162.57	9450.52	9347.81	11142.59	6403.72	5439.40	6007.40	4596.49	1581.10	3098.90	2460.33	2264.26	227.72	
whg.27.3a	2022	1	27.3.a.21	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	10987.00	10987	0.00	398	0.00	7	0.00	0.00	0.00	0.00	0.00	0.00	1448.29	1619.49	6394.10	8430.78	16363.45	15473.98	17651.98	19161.87	17259.63	12029.49	10785.55	8931.98	6207.41	3393.64	1441.50	256.94	1356.18	0.00	1099.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.20	Sweden	175128.00	D	R-Reported	OTB_CRU_70-89_2_35_all	13645.37	0.00	0.00	220	0.00	3	0.00	0.00	407.80	0.00	0.00	244.63	0.00	0.00	407.80	0.00	0.00	815.39	1168.59	1304.66	2554.93	3424.89	3831.91	13209.61	18890.41	9866.58	15601.77	13237.11	4593.70	2609.74	2609.74	652.43	1984.19	407.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.20	Sweden	189323.00	D	R-Reported	OTB_CRU_90-119_0_0_all	7238.42	0.00	0.00	130	0.00	3	0.00	0.00	0.00	111.97	0.00	223.94	597.15	671.83	447.88	1119.71	895.77	1007.74	671.83	895.77	559.85	223.94	597.15	2929.85	3415.03	0.00	3713.64	1604.89	4534.82	4030.95	5542.56	2519.35	2519.35	410.56	503.87	503.87	1007.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Denmark	-9.00	L	R-Reported	OTB_CRU_90-119_0_0_all	90036.00	90036	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	751.65	751.65	0.00	3006.59	7516.46	8268.11	5261.53	9019.76	7736.72	10963.57	15693.70	16665.61	20784.32	24105.95	14771.15	6734.13	5982.48	8597.90	3367.06	6468.43	2615.42	4604.66	1237.60	
whg.27.3a	2022	4	27.3.a.21	Denmark	-9.00	L	R-Reported	OTB_CRU_70-89_2_35_all	2.00	2	0.00	116	0.00	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.00	0.32	0.53	0.58	0.90	0.95	0.69	1.22	0.74	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.20	Denmark	-9.00	L	R-Reported	SDN_DEF_>=120_0_0_all	453.00	453	0.00	236	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.10	0.00	0.39	0.97	1.07	2.95	6.62	12.53	25.49	17.54	36.30	57.49	95.29	52.38	72.86	76.89	93.95	30.76	63.60	36.34	34.16	1.13	
whg.27.3a	2022	2	27.3.a.20	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	49361.00	49361	0.00	184	0.00	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	294.69	294.69	589.38	1178.76	10237.03	5265.86	294.69	2327.54	16895.45	23310.10	10785.97	46956.05	24852.68	26127.68	25876.43	25753.59	12070.92	10955.82	13644.71	12937.25	6584.58	8772.88	1463.70	0.00	1463.70	1463.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.21	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	7797.00	7797	0.00	58	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1397.12	1397.12	2325.55	2325.55	3488.32	6282.56	3488.32	8608.11	10699.31	9311.15	3488.32	7445.33	3722.67	1397.12	2559.89	1162.77	1397.12	1397.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Denmark	-9.00	L	R-Reported	SDN_DEF_>=120_0_0_all	4765.00	4765	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.86	15.86	0.00	63.44	158.60	174.46	111.02	190.31	228.08	361.00	525.64	610.98	886.21	1241.86	759.33	518.72	502.86	746.37	259.36	545.54	243.50	317.89	58.53	
whg.27.3a	2022	3	27.3.a.21	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all_FDF	5350.00	5350	0.00	169	0.00	3	0.00	0.00	0.00	0.00	0.00	1071.82	439.54	2047.27	975.45	1414.99	5702.26	15598.32	13513.17	14614.00	8541.98	8450.04	3247.35	1406.12	1406.12	975.45	0.00	1071.82	535.91	535.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.20	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	66901.00	66901	0.00	188	0.00	4	0.00	0.00	0.00	0.00	0.00	13804.65	1323.82	4601.55	0.00	4601.55	3854.28	4601.55	14264.02	2530.46	2530.46	5772.48	11501.13	18599.50	33108.29	47400.18	32076.38	38982.15	28643.83	27731.17	33176.00	13463.16	19671.09	7672.81	1918.20	7672.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Sweden	186773.00	L	R-Reported	OTB_CRU_90-119_0_0_all	6243.20	0.00	0.00	200	0.00	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	661.62	1587.89	2911.14	3175.79	2249.52	2911.14	1984.87	2646.49	1058.60	1455.57	793.95	1190.92	661.62	926.27	661.62	529.30	529.30	396.97	132.32	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	2	27.3.a.20	Sweden	224752.00	L	R-Reported	OTB_CRU_90-119_0_0_all	2180.90	0.00	0.00	68	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	121.13	0.00	484.54	484.54	605.67	1211.35	1453.61	1453.61	605.67	605.67	242.27	484.54	121.13	0.00	121.13	0.00	0.00	121.13	0.00	0.00	0.00	0.00	121.13	0.00	
whg.27.3a	2022	4	27.3.a.20	Sweden	200891.00	D	R-Reported	OTB_CRU_32-69_0_0_all	389.28	0.00	0.00	26	0.00	3	0.00	0.00	0.00	0.00	0.00	278.72	1982.00	1331.66	805.19	123.88	991.00	61.94	123.88	61.94	61.94	0.00	0.00	0.00	0.00	0.00	0.00	61.94	0.00	0.00	0.00	61.94	0.00	0.00	0.00	0.00	0.00	123.88	0.00	0.00	0.00	278.72	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	1	27.3.a.20	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all	129749.00	129749	0.00	716	0.00	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1173.58	1760.36	2458.21	5058.70	4292.42	5867.60	15982.81	5058.70	26769.95	24087.54	49204.23	55817.57	77385.57	59804.17	75257.29	62880.33	68722.21	43767.96	44594.21	23395.23	17361.61	10927.82	9924.31	3987.20	1618.40	1044.32	701.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	4	27.3.a.20	Denmark	5115.00	L	R-Reported	TBB_DEF_>=120_0_0_all	2.00	2	0.00	236	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.09	0.19	0.40	0.27	0.57	0.43	0.57	0.36	0.22	0.29	0.08	0.02	0.07	0.11	0.07	0.02	
whg.27.3a	2022	4	27.3.a.20	Denmark	-9.00	L	R-Reported	OTB_CRU_32-69_0_0_all	5.00	5	0.00	236	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.00	0.19	0.48	0.53	0.36	0.63	0.43	0.59	0.67	0.72	0.93	0.99	0.51	0.57	0.56	0.64	0.24	0.40	0.24	0.27	0.01	
whg.27.3a	2022	1	27.3.a.20	Denmark	32111.00	L	R-Reported	GNS_DEF_120-219_0_0_all	15.00	15	0.00	174	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.17	0.00	0.68	1.69	1.86	1.19	2.03	1.58	2.15	3.05	3.11	3.74	3.94	2.38	0.92	0.75	1.04	0.46	0.78	0.29	0.66	0.20	
whg.27.3a	2022	2	27.3.a.21	Denmark	-9.00	D	R-Reported	OTB_CRU_90-119_0_0_all_FDF	3215.00	3215	0.00	64	0.00	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1410.71	1410.71	1410.71	470.24	940.47	3291.65	2821.42	2821.42	4702.36	1410.71	2351.18	940.47	940.47	1410.71	940.47	1410.71	1410.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	2	27.3.a.20	Sweden	216596.00	L	R-Reported	OTB_CRU_70-89_2_35_all	116.90	0.00	0.00	44	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.31	81.92	40.96	122.88	81.92	54.61	54.61	27.31	27.31	40.96	13.65	0.00	0.00	13.65	0.00	0.00	0.00	0.00	13.65	0.00	0.00	0.00	0.00	0.00	0.00	
whg.27.3a	2022	3	27.3.a.20	Sweden	247437.00	L	R-Reported	OTB_CRU_90-119_0_0_all	6946.70	0.00	0.00	67	0.00	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1886.54	3018.46	4904.99	6036.92	3395.76	1886.54	2641.15	0.00	377.31	0.00	0.00	1131.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
