RecordType,Country,Year,SeasonType,Season,Fleet,AreaType,FishingArea,DepthRange,UnitEffort,Effort,AreaQualifier
HI,Spain,2024,Quarter,2,GNS_DEF_>=100_0_0,NA,27.8.a,NA,kWd,162449,NA
HI,Spain,2024,Quarter,1,OTB_MCF_>=70_0_0,NA,27.8.b,NA,kWd,17021,NA
HI,Spain,2024,Quarter,4,MIS_MIS_0_0_0_HC,NA,27.8.b,NA,kWd,-9,NA
HI,Spain,2024,Quarter,2,GNS_DEF_>=100_0_0,NA,27.8.b,NA,kWd,6619,NA
HI,Spain,2024,Quarter,2,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,123104,NA
HI,Spain,2024,Quarter,4,GNS_DEF_60-79_0_0,NA,27.8.b,NA,kWd,3981,NA
HI,France,2024,Quarter,3,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,3202697,NA
HI,France,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,1108017,NA
HI,France,2024,Quarter,4,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,310065,NA
HI,France,2024,Quarter,1,OTT_DEF_>=70_0_0,NA,27.8.b,NA,kWd,80301,NA
HI,France,2024,Quarter,2,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,1363706,NA
HI,France,2024,Quarter,4,MIS_MIS_0_0_0,NA,27.8.b,NA,kWd,1161084,NA
HI,France,2024,Quarter,2,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,228761,NA
HI,France,2024,Quarter,3,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,282024,NA
HI,France,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,336697,NA
HI,France,2024,Quarter,1,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,336181,NA
HI,France,2024,Quarter,1,GNS_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,159650,NA
HI,France,2024,Quarter,2,GTR_DEF_40-59_0_0,NA,27.8.a,NA,kWd,66676,NA
HI,France,2024,Quarter,3,GTR_DEF_all_0_0_all,NA,27.8.b,NA,kWd,21906,NA
HI,France,2024,Quarter,1,OTB_DEF_32-69_0_0,NA,27.8.b,NA,kWd,29188,NA
HI,France,2024,Quarter,4,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,480525,NA
HI,France,2024,Quarter,2,OTB_DEF_32-69_0_0,NA,27.8.b,NA,kWd,83603,NA
HI,France,2024,Quarter,3,OTB_DEF_32-69_0_0,NA,27.8.b,NA,kWd,93830,NA
HI,France,2024,Quarter,3,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,375933,NA
HI,France,2024,Quarter,1,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,51412,NA
HI,France,2024,Quarter,2,GNS_DEF_all_0_0_all,NA,27.8.b,NA,kWd,119946,NA
HI,France,2024,Quarter,2,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,560117,NA
HI,Spain,2024,Quarter,3,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,0,NA
HI,Spain,2024,Quarter,1,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,0,NA
HI,Spain,2024,Quarter,3,OTB_MCF_>=70_0_0,NA,27.8.b,NA,kWd,0,NA
HI,Spain,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,74421,NA
HI,Spain,2024,Quarter,4,GNS_DEF_>=100_0_0,NA,27.8.b,NA,kWd,8730,NA
HI,Spain,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,199147,NA
HI,Spain,2024,Quarter,3,GTR_DEF_60-79_0_0,NA,27.8.b,NA,kWd,301,NA
HI,France,2024,Quarter,3,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,282024,NA
HI,France,2024,Quarter,1,MIS_MIS_0_0_0,NA,27.8.b,NA,kWd,898821,NA
HI,France,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,561847,NA
HI,France,2024,Quarter,4,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,804943,NA
HI,France,2024,Quarter,2,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,1363706,NA
HI,France,2024,Quarter,2,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,560214,NA
HI,France,2024,Quarter,1,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,479868,NA
HI,France,2024,Quarter,2,OTT_CRU_>=70_0_0,NA,27.8.b,NA,kWd,15306,NA
HI,France,2024,Quarter,4,GNS_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,221052,NA
HI,France,2024,Quarter,4,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,631615,NA
HI,France,2024,Quarter,1,GNS_DEF_all_0_0_all,NA,27.8.b,NA,kWd,64231,NA
HI,France,2024,Quarter,2,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,560117,NA
HI,France,2024,Quarter,4,OTB_DEF_32-69_0_0,NA,27.8.b,NA,kWd,33275,NA
HI,France,2024,Quarter,1,GTR_DEF_40-59_0_0,NA,27.8.a,NA,kWd,45830,NA
HI,France,2024,Quarter,4,GTR_DEF_40-59_0_0,NA,27.8.b,NA,kWd,2449,NA
HI,France,2024,Quarter,4,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,550980,NA
HI,France,2024,Quarter,1,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,51412,NA
HI,France,2024,Quarter,3,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,537012,NA
HI,France,2024,Quarter,3,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,105621,NA
HI,France,2024,Quarter,3,GNS_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,127841,NA
HI,Spain,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,145280,NA
HI,Spain,2024,Quarter,1,GNS_DEF_>=100_0_0,NA,27.8.a,NA,kWd,69037,NA
HI,Spain,2024,Quarter,4,OTB_MCF_>=70_0_0,NA,27.8.b,NA,kWd,1757,NA
HI,Spain,2024,Quarter,2,MIS_MIS_0_0_0_HC,NA,27.8.b,NA,kWd,-9,NA
HI,Spain,2024,Quarter,2,GTR_DEF_60-79_0_0,NA,27.8.b,NA,kWd,672,NA
HI,Spain,2024,Quarter,3,GNS_DEF_>=100_0_0,NA,27.8.b,NA,kWd,13141,NA
HI,Spain,2024,Quarter,2,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,0,NA
HI,France,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,767688,NA
HI,France,2024,Quarter,3,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,936856,NA
HI,France,2024,Quarter,4,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,3057183,NA
HI,France,2024,Quarter,2,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,170088,NA
HI,France,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,184593,NA
HI,France,2024,Quarter,3,OTT_DEF_>=70_0_0,NA,27.8.b,NA,kWd,23442,NA
HI,France,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,1108017,NA
HI,France,2024,Quarter,3,MIS_MIS_0_0_0,NA,27.8.b,NA,kWd,1203338,NA
HI,France,2024,Quarter,3,GTR_DEF_all_0_0_all,NA,27.8.a,NA,kWd,27848,NA
HI,France,2024,Quarter,3,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,371486,NA
HI,France,2024,Quarter,3,GNS_DEF_all_0_0_all,NA,27.8.b,NA,kWd,146308,NA
HI,France,2024,Quarter,2,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,566399,NA
HI,France,2024,Quarter,1,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,518940,NA
HI,France,2024,Quarter,4,OTB_DEF_32-69_0_0,NA,27.8.a,NA,kWd,50652,NA
HI,France,2024,Quarter,1,OTB_DEF_<16_0_0_all,NA,27.8.b,NA,kWd,2300,NA
HI,France,2024,Quarter,3,OTB_DEF_<16_0_0_all,NA,27.8.a,NA,kWd,6667,NA
HI,France,2024,Quarter,2,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,507928,NA
HI,France,2024,Quarter,1,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,589931,NA
HI,France,2024,Quarter,2,GTR_DEF_all_0_0_all,NA,27.8.b,NA,kWd,25228,NA
HI,France,2024,Quarter,2,OTB_DEF_<16_0_0_all,NA,27.8.a,NA,kWd,3968,NA
HI,Belgium,2024,Quarter,2,TBB_DEF_70-99_0_0_all,NA,27.8.b,NA,kWd,374400,NA
HI,Spain,2024,Quarter,2,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,152870,NA
HI,Spain,2024,Quarter,3,OTB_MCF_>=70_0_0,NA,27.8.b,NA,kWd,0,NA
HI,Spain,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,191745,NA
HI,Spain,2024,Quarter,3,MIS_MIS_0_0_0_HC,NA,27.8.b,NA,kWd,-9,NA
HI,Spain,2024,Quarter,4,GNS_DEF_>=100_0_0,NA,27.8.a,NA,kWd,95092,NA
HI,Spain,2024,Quarter,4,OTB_MPD_>=70_0_0,NA,27.8.b,NA,kWd,0,NA
HI,Spain,2024,Quarter,4,GTR_DEF_60-79_0_0,NA,27.8.b,NA,kWd,198,NA
HI,France,2024,Quarter,2,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,3318558,NA
HI,France,2024,Quarter,2,OTT_CRU_>=70_0_0,NA,27.8.b,NA,kWd,15306,NA
HI,France,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,259914,NA
HI,France,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,561847,NA
HI,France,2024,Quarter,1,MIS_MIS_0_0_0,NA,27.8.b,NA,kWd,898821,NA
HI,France,2024,Quarter,2,OTB_CRU_>=70_0_0,NA,27.8.a,NA,kWd,156966,NA
HI,France,2024,Quarter,3,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,936856,NA
HI,France,2024,Quarter,4,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,804943,NA
HI,France,2024,Quarter,3,OTB_DEF_32-69_0_0,NA,27.8.a,NA,kWd,128270,NA
HI,France,2024,Quarter,2,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,92603,NA
HI,France,2024,Quarter,4,OTT_CRU_>=70_0_0,NA,27.8.b,NA,kWd,74,NA
HI,France,2024,Quarter,3,GNS_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,127841,NA
HI,France,2024,Quarter,3,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,371486,NA
HI,France,2024,Quarter,4,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,550980,NA
HI,France,2024,Quarter,1,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,518940,NA
HI,France,2024,Quarter,4,GTR_DEF_40-59_0_0,NA,27.8.a,NA,kWd,32784,NA
HI,France,2024,Quarter,2,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,507928,NA
HI,France,2024,Quarter,4,OTB_DEF_32-69_0_0,NA,27.8.b,NA,kWd,33275,NA
HI,France,2024,Quarter,2,GNS_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,281701,NA
HI,France,2024,Quarter,1,GTR_DEF_all_0_0_all,NA,27.8.b,NA,kWd,7496,NA
HI,Spain,2024,Quarter,4,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,5115,NA
HI,Spain,2024,Quarter,1,MIS_MIS_0_0_0_HC,NA,27.8.b,NA,kWd,-9,NA
HI,Spain,2024,Quarter,2,OTB_MCF_>=70_0_0,NA,27.8.b,NA,kWd,0,NA
HI,Spain,2024,Quarter,2,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,0,NA
HI,Spain,2024,Quarter,1,GNS_DEF_>=100_0_0,NA,27.8.b,NA,kWd,25973,NA
HI,Spain,2024,Quarter,1,GNS_DEF_60-79_0_0,NA,27.8.b,NA,kWd,1074,NA
HI,France,2024,Quarter,1,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,2478682,NA
HI,France,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,767688,NA
HI,France,2024,Quarter,3,MIS_MIS_0_0_0,NA,27.8.b,NA,kWd,1203338,NA
HI,France,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,1108017,NA
HI,France,2024,Quarter,1,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,589502,NA
HI,France,2024,Quarter,2,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,170088,NA
HI,France,2024,Quarter,3,OTT_CRU_>=70_0_0,NA,27.8.b,NA,kWd,9832,NA
HI,France,2024,Quarter,2,OTB_CRU_>=70_0_0,NA,27.8.b,NA,kWd,1793,NA
HI,France,2024,Quarter,4,OTT_DEF_>=70_0_0,NA,27.8.b,NA,kWd,48891,NA
HI,France,2024,Quarter,4,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,79003,NA
HI,France,2024,Quarter,2,OTB_DEF_<16_0_0_all,NA,27.8.b,NA,kWd,67,NA
HI,France,2024,Quarter,4,OTB_DEF_<16_0_0_all,NA,27.8.a,NA,kWd,24764,NA
HI,France,2024,Quarter,1,GTR_DEF_all_0_0_all,NA,27.8.a,NA,kWd,4539,NA
HI,France,2024,Quarter,3,GTR_DEF_40-59_0_0,NA,27.8.b,NA,kWd,2863,NA
HI,France,2024,Quarter,2,GTR_DEF_all_0_0_all,NA,27.8.b,NA,kWd,25228,NA
HI,France,2024,Quarter,4,OTB_DEF_<16_0_0_all,NA,27.8.b,NA,kWd,1543,NA
HI,France,2024,Quarter,4,OTB_DEF_32-69_0_0,NA,27.8.a,NA,kWd,50652,NA
HI,France,2024,Quarter,1,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,589931,NA
HI,France,2024,Quarter,3,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,375933,NA
HI,France,2024,Quarter,4,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,480525,NA
HI,Belgium,2024,Quarter,2,TBB_DEF_70-99_0_0_all,NA,27.8.b,NA,kWd,374400,NA
HI,Spain,2024,Quarter,3,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,0,NA
HI,Spain,2024,Quarter,1,OTB_MCF_>=70_0_0,NA,27.8.a,NA,kWd,0,NA
HI,Spain,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,135251,NA
HI,Spain,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,74421,NA
HI,Spain,2024,Quarter,2,GNS_DEF_60-79_0_0,NA,27.8.b,NA,kWd,2046,NA
HI,Spain,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,199147,NA
HI,France,2024,Quarter,3,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,3202697,NA
HI,France,2024,Quarter,3,OTT_DEF_>=70_0_0,NA,27.8.a,NA,kWd,282024,NA
HI,France,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,336697,NA
HI,France,2024,Quarter,2,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,1363706,NA
HI,France,2024,Quarter,4,MIS_MIS_0_0_0,NA,27.8.b,NA,kWd,1161084,NA
HI,France,2024,Quarter,2,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,560214,NA
HI,France,2024,Quarter,1,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,479868,NA
HI,France,2024,Quarter,1,OTB_CRU_>=70_0_0,NA,27.8.a,NA,kWd,43258,NA
HI,France,2024,Quarter,4,OTB_CRU_>=70_0_0,NA,27.8.a,NA,kWd,24634,NA
HI,France,2024,Quarter,3,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,537012,NA
HI,France,2024,Quarter,2,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,560117,NA
HI,France,2024,Quarter,1,GNS_DEF_all_0_0_all,NA,27.8.b,NA,kWd,64231,NA
HI,France,2024,Quarter,3,GTR_DEF_all_0_0_all,NA,27.8.b,NA,kWd,21906,NA
HI,France,2024,Quarter,3,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,105621,NA
HI,France,2024,Quarter,1,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,336181,NA
HI,France,2024,Quarter,1,OTB_DEF_32-69_0_0,NA,27.8.a,NA,kWd,9454,NA
HI,France,2024,Quarter,1,GNS_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,159650,NA
HI,France,2024,Quarter,2,GTR_DEF_40-59_0_0,NA,27.8.b,NA,kWd,8414,NA
HI,France,2024,Quarter,4,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,631615,NA
HI,France,2024,Quarter,1,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,51412,NA
HI,France,2024,Quarter,4,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,550980,NA
HI,Spain,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,153497,NA
HI,Spain,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,191745,NA
HI,Spain,2024,Quarter,4,OTB_MCF_>=70_0_0,NA,27.8.b,NA,kWd,1757,NA
HI,Spain,2024,Quarter,3,GNS_DEF_>=100_0_0,NA,27.8.a,NA,kWd,102718,NA
HI,Spain,2024,Quarter,3,OTB_MPD_>=70_0_0,NA,27.8.b,NA,kWd,0,NA
HI,Spain,2024,Quarter,1,GTR_DEF_60-79_0_0,NA,27.8.b,NA,kWd,264,NA
HI,Spain,2024,Quarter,2,OTB_MPD_>=70_0_0,NA,27.8.b,NA,kWd,46811,NA
HI,France,2024,Quarter,3,OTT_CRU_>=70_0_0,NA,27.8.a,NA,kWd,936856,NA
HI,France,2024,Quarter,4,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,259914,NA
HI,France,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,561847,NA
HI,France,2024,Quarter,2,OTB_CRU_>=70_0_0,NA,27.8.a,NA,kWd,156966,NA
HI,France,2024,Quarter,4,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,3057183,NA
HI,France,2024,Quarter,2,MIS_MIS_0_0_0,NA,27.8.a,NA,kWd,3318558,NA
HI,France,2024,Quarter,1,OTB_DEF_>=70_0_0,NA,27.8.a,NA,kWd,767688,NA
HI,France,2024,Quarter,3,OTB_DEF_>=70_0_0,NA,27.8.b,NA,kWd,184593,NA
HI,France,2024,Quarter,2,GNS_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,566399,NA
HI,France,2024,Quarter,4,GNS_DEF_all_0_0_all,NA,27.8.b,NA,kWd,99741,NA
HI,France,2024,Quarter,3,OTB_DEF_32-69_0_0,NA,27.8.a,NA,kWd,128270,NA
HI,France,2024,Quarter,1,OTB_DEF_<16_0_0_all,NA,27.8.a,NA,kWd,12231,NA
HI,France,2024,Quarter,1,GTR_DEF_40-59_0_0,NA,27.8.b,NA,kWd,3722,NA
HI,France,2024,Quarter,2,GNS_DEF_all_0_0_all,NA,27.8.a,NA,kWd,92603,NA
HI,France,2024,Quarter,1,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,518940,NA
HI,France,2024,Quarter,4,GTR_DEF_all_0_0_all,NA,27.8.b,NA,kWd,10670,NA
HI,France,2024,Quarter,3,GTR_DEF_100-119_0_0_all,NA,27.8.a,NA,kWd,371486,NA
HI,France,2024,Quarter,2,GTR_DEF_100-119_0_0_all,NA,27.8.b,NA,kWd,507928,NA
HI,France,2024,Quarter,1,OTT_CRU_>=70_0_0,NA,27.8.b,NA,kWd,561,NA
HI,France,2024,Quarter,3,GNS_DEF_all_0_0_all,NA,27.8.b,NA,kWd,146308,NA
